Breast	SVM	1.0	1.0	1.0	1.0	1.0	1.0	0.0
ecoli	SVM	1.0	0.9569377990430622	1.0	0.9666666666666667	0.9107142857142856	0.9668637502848029	0.001089469562387506
glass	SVM	0.8054187192118227	0.8251231527093597	0.8423645320197044	0.9679802955665024	0.9974489795918368	0.8876671358198452	0.006246226923878821
haberman	SVM	0.7666666666666667	0.7423611111111111	0.8347222222222223	0.8118055555555556	0.8194444444444444	0.7949999999999999	0.0012062885802469128
heart	SVM	0.8958333333333333	0.9041666666666668	0.961111111111111	0.9291666666666667	0.9111111111111111	0.9202777777777778	0.0005374999999999987
iris	SVM	1.0	1.0	1.0	1.0	1.0	1.0	0.0
libras	SVM	1.0	0.9988505747126437	1.0	0.968671679197995	0.9335839598997494	0.9802212427620777	0.0006875758111958628
liver	SVM	0.7637931034482759	0.7931034482758621	0.7948275862068965	0.7724137931034484	0.775	0.7798275862068966	0.00014732461355529083
segment	SVM	1.0	0.9938016528925621	0.9994260789715335	0.9680517294153659	0.9073691460055097	0.9737297214569942	0.0012378556647346466
Vehicle	SVM	0.9990384615384615	1.0	1.0	0.9996124031007751	0.9986086265156032	0.9994518982309678	3.017259992617507e-07
wine	SVM	1.0	0.9967532467532468	1.0	1.0	1.0	0.9993506493506494	1.6866250632483546e-06
yeast	SVM	0.9752929996832437	0.8777003484320558	0.9630662020905923	0.916083916083916	0.9513986013986014	0.9367084135376817	0.001261325313508705
Breast	SMOTE-SVM	0.9821428571428572	1.0	1.0	1.0	1.0	0.9964285714285716	5.102040816326494e-05
ecoli	SMOTE-SVM	1.0	0.9617224880382774	1.0	0.980701754385965	0.9357142857142857	0.9756277056277056	0.0006000399204270131
glass	SMOTE-SVM	0.8275862068965518	0.8472906403940886	0.8399014778325123	0.9704433497536946	0.9948979591836735	0.8960239268121043	0.005104541756036056
haberman	SMOTE-SVM	0.8032679738562092	0.73125	0.8416666666666667	0.7826388888888889	0.75	0.781764705882353	0.0015224263370925725
heart	SMOTE-SVM	0.8972222222222221	0.9041666666666668	0.9583333333333333	0.9263888888888889	0.9083333333333333	0.9188888888888889	0.00048194444444444337
iris	SMOTE-SVM	1.0	1.0	1.0	1.0	1.0	1.0	0.0
libras	SMOTE-SVM	1.0	1.0	1.0	0.9511278195488722	0.9536340852130326	0.9809523809523808	0.0005448458238327648
liver	SMOTE-SVM	0.7681034482758621	0.789655172413793	0.7913793103448277	0.771551724137931	0.7862068965517242	0.7813793103448277	9.292508917954813e-05
segment	SMOTE-SVM	1.0	0.9896694214876034	1.0	0.9659473523109886	0.950374961738598	0.9811983471074379	0.00039228746640328183
Vehicle	SMOTE-SVM	0.999423076923077	1.0	1.0	0.9996124031007751	0.9984098588749751	0.9994890677797654	3.412723444202755e-07
wine	SMOTE-SVM	1.0	0.9967532467532468	1.0	1.0	1.0	0.9993506493506494	1.6866250632483546e-06
yeast	SMOTE-SVM	0.9737092176116566	0.9498257839721254	0.9289198606271778	0.8611888111888112	0.9314685314685315	0.9290224409736604	0.0014074164594861025
Breast	cGAN-SMOTE	0.9553571428571428	1.0	0.9693877551020408	1.0	1.0	0.9849489795918366	0.00035948563098708966
ecoli	cGAN-SMOTE	1.0	0.952153110047847	0.9982456140350877	0.9701754385964912	0.9517857142857142	0.974471975393028	0.00044962487127738735
glass	cGAN-SMOTE	0.8300492610837438	0.8497536945812808	0.8078817733990147	0.9655172413793104	1.0	0.8906403940886699	0.005951612511829946
haberman	cGAN-SMOTE	0.8045751633986928	0.7312500000000001	0.8416666666666667	0.76875	0.7819444444444446	0.7856372549019608	0.0013509458167798693
heart	cGAN-SMOTE	0.8944444444444445	0.9041666666666667	0.9513888888888888	0.9166666666666667	0.9069444444444444	0.9147222222222222	0.0003862654320987644
iris	cGAN-SMOTE	1.0	1.0	1.0	1.0	1.0	1.0	0.0
libras	cGAN-SMOTE	1.0	1.0	1.0	0.9536340852130325	0.9548872180451128	0.9817042606516291	0.000502258151644777
liver	cGAN-SMOTE	0.7706896551724138	0.8181034482758621	0.7948275862068966	0.7862068965517243	0.7551724137931034	0.785	0.0004576694411414997
segment	cGAN-SMOTE	1.0	0.9889807162534435	1.0	0.966368227731864	0.9520584634220998	0.9814814814814815	0.0003672468018058919
Vehicle	cGAN-SMOTE	0.9986538461538461	1.0	1.0	0.9996124031007751	0.9984098588749752	0.9993352216259194	4.562517796143465e-07
wine	cGAN-SMOTE	1.0	0.9967532467532468	1.0	1.0	1.0	0.9993506493506494	1.6866250632483546e-06
yeast	cGAN-SMOTE	0.9686411149825784	0.9466898954703833	0.9421602787456446	0.8657342657342658	0.9307692307692309	0.9307989571404207	0.001209409082242018
